,uuid,url,filename,folder,building
104,ea29b91b-6116-4eae-9784-e3ac5b4a7601,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/26.jpg,26,AA270960,TR
105,dc0af1e8-c1e5-490b-9c05-cf175ebc93ae,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/27.jpg,27,AA270960,TR
106,a3ddbb98-bcfe-411c-8486-70b568635479,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/29.jpg,29,AA270960,TR
107,27bd5aab-6933-4ad4-9442-813770b53f35,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/30.jpg,30,AA270960,TR
108,33f4d101-577f-430e-9e83-9959a94891f7,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/31.jpg,31,AA270960,TR
109,5e32ee5c-9917-496a-b2ed-92e824d2f7c5,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/32.jpg,32,AA270960,TR
110,a94454e5-5cb5-4093-9c2e-508d441649ec,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/33.jpg,33,AA270960,TR
111,a0173b06-d896-4dc1-a673-f419b29df9fa,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/34.jpg,34,AA270960,TR
112,928ff1aa-73a8-4e83-b1ff-cd38ccccc6a2,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/40.jpg,40,AA270960,TR
113,a7dc1c3d-5d6f-4a55-806d-ae5f593cf224,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/41.jpg,41,AA270960,TR
114,b627a3e2-11e9-4c1a-85d6-cff5e93ac6c9,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/42.jpg,42,AA270960,TR
115,99e60a23-474b-4622-bfca-f286a26e0a8a,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/43.jpg,43,AA270960,TR
116,8256ea4a-19a5-4b10-b3c3-7a9b36c30400,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/44.jpg,44,AA270960,TR
117,d180131f-851f-4e7e-95f1-d5faec5cfad1,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/45.jpg,45,AA270960,TR
118,a5c514b0-5d55-488a-af48-1e664a4eed67,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/46.jpg,46,AA270960,TR
119,795ee350-90b4-49de-86d0-d68b158ae43a,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/47.jpg,47,AA270960,TR
120,f22bbeb4-6f1a-44c5-99f5-82a34cab7f7d,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/48.jpg,48,AA270960,TR
121,5125092a-5820-4a36-9b60-17e00dc336d3,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/49.jpg,49,AA270960,TR
122,ae2d7111-da39-40c5-8688-e9ef0b7d1bc8,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/55.jpg,55,AA270960,TR
123,dee7c809-0a4d-4ed8-863f-fcc8c41f8580,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/57.jpg,57,AA270960,TR
124,f8d81f89-1b59-4c69-ab54-0594c6ec9a68,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/60.jpg,60,AA270960,TR
125,cb7f94ad-38bf-4723-86a1-af31a1df4830,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/61.jpg,61,AA270960,TR
126,1a480d5e-cbd9-401d-8ac3-4b70b6035149,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/69.jpg,69,AA270960,TR
127,e79c228c-f1a4-48b4-9172-8c560561eb61,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/74.jpg,74,AA270960,TR
128,d1c05227-2432-444a-a014-07c8b2ce83f5,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/76.jpg,76,AA270960,TR
129,5c0f4d30-5c8e-4466-bab5-6f5e534f5aeb,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/91.jpg,91,AA270960,TR
130,093d4b56-c92e-4577-8f50-775cb9868dc2,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/92.jpg,92,AA270960,TR
131,bc16a764-0b43-4181-ac0d-e5820a1b46f3,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/93.jpg,93,AA270960,TR
132,42de8b80-0e67-4f94-9cb6-698c9fa3ad28,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/94.jpg,94,AA270960,TR
133,1363eba6-02e2-47b1-a5f3-1510ad1608da,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/95.jpg,95,AA270960,TR
134,8e6c1c60-e55a-4c9a-b489-5bfdceb89e41,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/97.jpg,97,AA270960,TR
135,f18e8c44-bf92-41f6-9982-b20869f38335,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270960/GEEN%20TEKENINGNUMMER.jpg,GEEN TEKENINGNUMMER,AA270960,TR
136,749ae76f-8c57-48da-ba23-df42e6fdcb10,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/1.jpg,1,AA270963,00-12.6
137,60aae659-e3cb-485b-8be1-97ec1ba21154,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/1A.jpg,1A,AA270963,00-12.6
138,5d142831-4b71-4c2b-ac19-bfc89e64bafe,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/2-1.jpg,2-1,AA270963,00-12.6
139,baec173c-75c2-45a1-badf-8f0ecd5901ec,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/2-2.jpg,2-2,AA270963,00-12.6
140,fea7d363-249a-447a-9606-2d338f70cca8,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/2(1).jpg,2(1),AA270963,00-12.6
141,5cae18ad-9058-4b1d-acdc-53b5f6b4c1ed,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/2(2).jpg,2(2),AA270963,00-12.6
142,924a9489-6396-45ce-b69a-4fae21bebb74,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/3(1).jpg,3(1),AA270963,00-12.6
143,81f7ac3f-26bf-4c08-92d5-61149abc9953,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/3(2).jpg,3(2),AA270963,00-12.6
144,51d01552-5ec3-4185-965c-63f6aed8a75c,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/3(3).jpg,3(3),AA270963,00-12.6
145,f97d8e54-661a-40a9-bd63-072a40372f8c,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/3(4).jpg,3(4),AA270963,00-12.6
146,b77a310c-dc3b-4a67-92c0-2528b03a4f13,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/4.jpg,4,AA270963,00-12.6
147,a1fb143e-7a26-4147-93e8-0c3fb98ed785,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/4(1).jpg,4(1),AA270963,00-12.6
148,98c0476f-9cc5-4df7-a701-cc07b4a10ad3,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/4(2).jpg,4(2),AA270963,00-12.6
149,65331594-4c81-4730-818b-d456d7636347,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/5(1).jpg,5(1),AA270963,00-12.6
150,e7490e34-cf19-44b3-8b4e-c468e9d078b5,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/5(2).jpg,5(2),AA270963,00-12.6
151,12bd80f0-8efc-4317-97f8-9c5b87a8795b,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/8-1.jpg,8-1,AA270963,00-12.6
152,580a1d5f-4f83-4f25-9989-afa5945b32f2,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/8-2.jpg,8-2,AA270963,00-12.6
153,d43154c6-7fa1-4098-8888-c2c37374ad15,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/8-3.jpg,8-3,AA270963,00-12.6
154,27ffcec1-9898-4345-88c6-75befc919ddc,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/8-5.jpg,8-5,AA270963,00-12.6
155,ef6122c3-b864-401f-a0eb-925704905e06,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/8-6.jpg,8-6,AA270963,00-12.6
156,e3919b80-2188-4332-8e24-ad8aef897707,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/8-7.jpg,8-7,AA270963,00-12.6
157,bae52ca4-93c6-48d9-8d78-662c56885d5f,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/8-8.jpg,8-8,AA270963,00-12.6
158,3d48d22d-8c76-4316-ab38-d641a647950b,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/8.jpg,8,AA270963,00-12.6
159,c33ca6f3-5e11-4c5f-bb7e-b0fb88adb193,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/9.jpg,9,AA270963,00-12.6
160,17086580-2381-49b3-ab2b-118df95d3cf0,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/9A.jpg,9A,AA270963,00-12.6
161,04dc7c38-ab16-4669-979a-d0dfe3496462,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/11.jpg,11,AA270963,00-12.6
162,b113f413-eab7-4ba9-a297-aa05e2c44971,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/18.jpg,18,AA270963,00-12.6
163,8035a702-a217-487a-9bd0-cd5b864c7c88,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/21.jpg,21,AA270963,00-12.6
164,4ba9111e-4eec-48e8-8803-65b8ca8f269b,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/22(1).jpg,22(1),AA270963,00-12.6
165,4b891641-5e19-4a0b-a4fa-e7f61ea0ad0c,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/22(2).jpg,22(2),AA270963,00-12.6
166,0cbcc173-b005-47c5-97e5-978a5d3dd0dd,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/23(1).jpg,23(1),AA270963,00-12.6
167,570ba29d-eaac-4f08-a6fc-7cea35ca0ad7,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/23(2).jpg,23(2),AA270963,00-12.6
168,7154ced5-4c4b-460a-b01c-17a9ba166610,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/124.jpg,124,AA270963,00-12.6
169,c6c964a9-c0e0-4452-a2ed-1968f4b73bd3,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/125.jpg,125,AA270963,00-12.6
170,977576c0-5769-42c7-b1a5-4355abd9afa8,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/126.jpg,126,AA270963,00-12.6
171,fd545a8c-f508-4c2f-bc7b-11835ce48779,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/139.jpg,139,AA270963,00-12.6
172,90278644-3316-4808-93d1-365e4fc82546,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270963/795-D-1.jpg,795-D-1,AA270963,00-12.6
173,bf648f99-2a40-491c-9570-4b66f044b0bb,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270978/1(1).jpg,1(1),AA270978,00-12.1
174,52981518-9299-48de-bbb1-72b8349460d7,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270978/1(2).jpg,1(2),AA270978,00-12.1
175,ba8283ac-7ea5-4bce-be5d-60aa9c2017d6,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270978/2.jpg,2,AA270978,00-12.1
176,50b414f0-263e-4537-b47c-adde28b3fab9,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/10.jpg,10,AA270985,TR
177,87e20f9f-de63-4b58-9626-52d1603ef95c,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/14.jpg,14,AA270985,TR
178,9c4b3d75-f5fc-4729-8dfe-e826f498e5e4,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/6066-N.jpg,6066-N,AA270985,TR
179,a418c016-4dba-423c-8859-73d5a76f1da4,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/6329.jpg,6329,AA270985,TR
180,8e8df513-70a1-45bc-9d3f-b68597e5dac6,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/6329II.jpg,6329II,AA270985,TR
181,d8607619-096c-40bb-b01b-1b00412801b2,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/6330.jpg,6330,AA270985,TR
182,d6774408-5e72-4701-b791-ac50226c674c,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/6330I.jpg,6330I,AA270985,TR
183,8071fb10-bb9a-4cbb-b0f6-43c6df9336fd,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/6420-W.jpg,6420-W,AA270985,TR
184,1c0c3f1a-7bdb-41e8-80cb-e4276fa4667c,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/6425-W(1).jpg,6425-W(1),AA270985,TR
185,9c0b23df-28af-40ce-af3d-ba3cf463ea8d,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/6425-W(2).jpg,6425-W(2),AA270985,TR
186,7b0fcfae-9515-4018-87a9-5c82aa47fcf1,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/6425-W(3).jpg,6425-W(3),AA270985,TR
187,9ca8e548-f6b9-4fda-b843-31f60c369b82,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/6439-M.jpg,6439-M,AA270985,TR
188,5b00ec21-c6ed-483f-a168-0935005c7a6f,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/6445-w(1).jpg,6445-w(1),AA270985,TR
189,95d87fef-4324-44cd-97f3-9dd2f45a090c,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/6445-w(2).jpg,6445-w(2),AA270985,TR
190,c3756cc4-e91a-4bca-a309-d3205fd2c9ef,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/6445-w(3).jpg,6445-w(3),AA270985,TR
191,f53785b7-0788-4866-abf4-bad1fa7d99fc,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/N-6140-1.jpg,N-6140-1,AA270985,TR
192,d47d1ced-d29c-402b-9fd1-277f9d198e98,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/N-6140-2.jpg,N-6140-2,AA270985,TR
193,3c1adab1-ef83-4840-8676-076be4371fad,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/N6142.jpg,N6142,AA270985,TR
194,117c0d59-b1cd-4a74-9010-a3c3da1eeca2,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/N6241-2.jpg,N6241-2,AA270985,TR
195,ff5a31be-098f-4c1b-876e-bd5145240069,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/N6241-3.jpg,N6241-3,AA270985,TR
196,7da95753-3803-4c3f-9a1b-694c3a565f32,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/N6241-4.jpg,N6241-4,AA270985,TR
197,566ce948-0753-4851-bf25-f8e7e1d115b3,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/N6241-5.jpg,N6241-5,AA270985,TR
198,ba490291-68d0-4edb-bff5-45c3553596e8,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270985/N6241.jpg,N6241,AA270985,TR
199,89543dd3-61ac-4196-a06f-66b0a2977bf6,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/B-91.jpg,B-91,AA270988,TR
200,53ed69eb-3d08-4d60-96b3-5671a101bf20,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/B-95.jpg,B-95,AA270988,TR
201,7936a1da-4446-41a1-89d2-5e0c401e3bd6,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-20.jpg,W-20,AA270988,TR
202,d760f5c3-5828-45d0-8299-d32b420fd622,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-21.jpg,W-21,AA270988,TR
203,85194a4d-475b-4af7-9d20-0c48aaff3baa,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-22.jpg,W-22,AA270988,TR
204,49860b17-0af7-453e-8bf0-0e3cd9c7d84c,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-23.jpg,W-23,AA270988,TR
205,ffbdabf6-50cb-412b-86e9-0050d957ce44,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-24.jpg,W-24,AA270988,TR
206,846860b8-7408-4498-aec1-9586ccf22fad,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-30.jpg,W-30,AA270988,TR
207,81a836d2-47c6-45fa-b7d5-9684fda40e41,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-31.jpg,W-31,AA270988,TR
208,e0aade35-df19-4eb9-b477-0340c3d1672b,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-32.jpg,W-32,AA270988,TR
209,f5e2b963-acc7-429b-8809-7fde3bc9625e,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-33.jpg,W-33,AA270988,TR
210,36459e03-e396-4d61-9537-b9fa7de63860,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-40A.jpg,W-40A,AA270988,TR
211,4e048170-eaac-46e9-8e28-c57ad3e85ba9,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-41A.jpg,W-41A,AA270988,TR
212,54dcae42-bc02-44cd-b8e7-01d5a4c872cf,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-42A.jpg,W-42A,AA270988,TR
213,b38f2c4d-24ee-49bc-b808-5fa357ce2c54,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-43A.jpg,W-43A,AA270988,TR
214,40f33f48-9c2f-4b17-8b79-b9e2b9489e4d,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-44A.jpg,W-44A,AA270988,TR
215,c877ecc2-6d99-47ba-a4b9-579013407b9d,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-45A.jpg,W-45A,AA270988,TR
216,0fa0c0d6-ca97-42d0-b15e-8379e3f3c9bd,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-45B.jpg,W-45B,AA270988,TR
217,84f5c50a-de88-42b7-b140-4d5bda6d86f2,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-92.jpg,W-92,AA270988,TR
218,3965cc93-476d-4a2a-b243-5ce9cbba7efa,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270988/W-93.jpg,W-93,AA270988,TR
219,343ad2de-131b-4578-8d96-9f2d637c02a9,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA270989/1(1).jpg,1(1),AA270989,00-R330
