Type;Line;Space;ID;Origin;InitialOrigin;Reference1;Reference2;Reference3;Tags;Roles;MaxUnauthorised;NumberReference1;NumberReference2;NumberReference3
Image;0;14;a2974cd1-4b14-4fb1-959e-d20a8fd337e3;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/1_1.jpg;;kalktekeningen;AA013886;;;;-1;0;;
Image;1;14;08d36dd7-8704-4814-9438-dda213807bd5;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/1_2.jpg;;kalktekeningen;AA013886;;;;-1;1;;
Image;2;14;b1e9940a-31f3-4272-9f6e-ed654e9cdaee;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/1A.jpg;;kalktekeningen;AA013886;;;;-1;2;;
Image;3;14;37434317-2506-4ce5-9ca3-32d02413505a;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/1E.jpg;;kalktekeningen;AA013886;;;;-1;3;;
Image;4;14;daaf6f4c-47f8-4654-abd4-ed478e9cfae8;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/2_1.jpg;;kalktekeningen;AA013886;;;;-1;4;;
Image;5;14;04fe9232-c0e4-4cba-acb0-e532fb480313;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/2_2.jpg;;kalktekeningen;AA013886;;;;-1;5;;
Image;6;14;eb078255-6699-4ae3-9683-ebb1b35bfb2d;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/2_3.jpg;;kalktekeningen;AA013886;;;;-1;6;;
Image;7;14;9800067f-c0ef-4092-b0c7-0029c95cc02f;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/2_4.jpg;;kalktekeningen;AA013886;;;;-1;7;;
Image;8;14;b97aa17e-3752-4113-bc93-a029b7b9f666;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/2_5.jpg;;kalktekeningen;AA013886;;;;-1;8;;
Image;9;14;6ab4cf03-9d27-4f5d-8f7b-654f99046720;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/2E.jpg;;kalktekeningen;AA013886;;;;-1;9;;
Image;10;14;69bf3ad0-1070-4eed-89d7-c2d634bde085;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/3_1.jpg;;kalktekeningen;AA013886;;;;-1;10;;
Image;11;14;11cd228b-f653-48fc-89bb-b989078997e4;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/3_2.jpg;;kalktekeningen;AA013886;;;;-1;11;;
Image;12;14;539c7781-fed5-46fb-9479-3b116b19f2bb;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/3_3.jpg;;kalktekeningen;AA013886;;;;-1;12;;
Image;13;14;164b97c4-7fc3-4391-a85d-bb46e2e8ef1f;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/3E.jpg;;kalktekeningen;AA013886;;;;-1;13;;
Image;14;14;6f957c33-ae39-46e9-a532-5bfe87960075;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/4_1.jpg;;kalktekeningen;AA013886;;;;-1;14;;
Image;15;14;5fc2d1bf-b235-477a-8f6b-69eb84a2fcf7;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/4_2.jpg;;kalktekeningen;AA013886;;;;-1;15;;
Image;16;14;e81c0b5c-f1cd-4b8c-a4fd-a4fd0cf140cc;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/4_3.jpg;;kalktekeningen;AA013886;;;;-1;16;;
Image;17;14;91797925-9f52-43bd-b0b9-cf1e79ef7f1d;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/4D.jpg;;kalktekeningen;AA013886;;;;-1;17;;
Image;18;14;c40f2650-0323-4bc4-a06f-8a75cc59e89f;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/5_1.jpg;;kalktekeningen;AA013886;;;;-1;18;;
Image;19;14;2d34086c-2fdc-4c28-b96b-ce9bdc338f02;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/5_2.jpg;;kalktekeningen;AA013886;;;;-1;19;;
Image;20;14;ba66ee24-6ba7-4c2b-b562-53de94d41417;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/5_3.jpg;;kalktekeningen;AA013886;;;;-1;20;;
Image;21;14;71e2a958-2618-44ac-9f62-1e3b88322e5c;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/5A.jpg;;kalktekeningen;AA013886;;;;-1;21;;
Image;22;14;54acf030-0bfc-4ac3-bf7e-f406e9985695;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/6_1.jpg;;kalktekeningen;AA013886;;;;-1;22;;
Image;23;14;217c49e8-daae-44bc-8f36-88e15b492ba7;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/6_2.jpg;;kalktekeningen;AA013886;;;;-1;23;;
Image;24;14;12ab9b39-8da0-42f0-bad4-36efe522a16b;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/6_3.jpg;;kalktekeningen;AA013886;;;;-1;24;;
Image;25;14;949f0431-f736-49e3-9022-67170760b521;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/7_1.jpg;;kalktekeningen;AA013886;;;;-1;25;;
Image;26;14;72832f15-2bdf-4e94-ae2e-f298c8fe43fb;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/7_2.jpg;;kalktekeningen;AA013886;;;;-1;26;;
Image;27;14;da9b5427-71de-4f5b-b243-3e2806b51db2;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/7_3.jpg;;kalktekeningen;AA013886;;;;-1;27;;
Image;28;14;e508b022-e970-4567-8748-fe2e4c4f9c95;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/7B.jpg;;kalktekeningen;AA013886;;;;-1;28;;
Image;29;14;136dfce6-41e2-4eac-976f-f4aeab8dd55f;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/8_1.jpg;;kalktekeningen;AA013886;;;;-1;29;;
Image;30;14;e68c29f4-b83f-4fc4-865d-c0ecbd332332;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/8_2.jpg;;kalktekeningen;AA013886;;;;-1;30;;
Image;31;14;3862b38b-aa97-4ca7-951b-1788d3654217;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/8A.jpg;;kalktekeningen;AA013886;;;;-1;31;;
Image;32;14;a98964f7-24f7-4236-ad2b-929fba6cd93a;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/9_1.jpg;;kalktekeningen;AA013886;;;;-1;32;;
Image;33;14;5a6b77d1-a59f-4726-a7f6-191f01320934;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/9_2.jpg;;kalktekeningen;AA013886;;;;-1;33;;
Image;34;14;7e3b186c-e0db-4dbc-81b0-5a5ea4d5ce1b;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/10.4737.jpg;;kalktekeningen;AA013886;;;;-1;34;;
Image;35;14;b993aaa4-5a4b-4349-b0d5-76f734c533ec;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/10.jpg;;kalktekeningen;AA013886;;;;-1;35;;
Image;36;14;c60f77cf-43ea-4a11-a06d-d692e1e56a71;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/10B.jpg;;kalktekeningen;AA013886;;;;-1;36;;
Image;37;14;35e05898-a848-4b42-b668-1d52b2140ee1;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/11.4712-75-1.jpg;;kalktekeningen;AA013886;;;;-1;37;;
Image;38;14;58e76f16-b767-4ef4-8b99-eb49b992f3e3;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/11.4746.jpg;;kalktekeningen;AA013886;;;;-1;38;;
Image;39;14;7171f004-29ec-46aa-9328-959b3b6382ab;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/11.jpg;;kalktekeningen;AA013886;;;;-1;39;;
Image;40;14;edfd9898-1680-4ea7-95f0-fff0a64f3217;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/12_1.jpg;;kalktekeningen;AA013886;;;;-1;40;;
Image;41;14;a22bac38-9443-4162-84a9-0481f4a94bea;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/12_2.jpg;;kalktekeningen;AA013886;;;;-1;41;;
Image;42;14;cd5b5bb4-3005-4fee-92f0-16bd21f2397a;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/12.4740.jpg;;kalktekeningen;AA013886;;;;-1;42;;
Image;43;14;0f399c57-d799-4b74-be6a-f8bb1f6cc5f6;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/12.4742.jpg;;kalktekeningen;AA013886;;;;-1;43;;
Image;44;14;7b5ba4ca-5d33-4327-8cec-77b80458f46f;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/12.4743.jpg;;kalktekeningen;AA013886;;;;-1;44;;
Image;45;14;e6ee5d83-8584-46b0-9064-5820de3ff944;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/12.4747-75-2.jpg;;kalktekeningen;AA013886;;;;-1;45;;
Image;46;14;aa328ec0-7f8f-452c-9648-fdf60ab01674;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/12.4747.jpg;;kalktekeningen;AA013886;;;;-1;46;;
Image;47;14;929b4b55-a5e4-4ad8-9181-9f77025965c3;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/12.4749.jpg;;kalktekeningen;AA013886;;;;-1;47;;
Image;48;14;630f3960-398b-4c35-9ca0-d1a9633b37aa;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/12D.jpg;;kalktekeningen;AA013886;;;;-1;48;;
Image;49;14;15fe7cd8-e349-4c83-8162-f2e72cb9cc4b;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/13_1.jpg;;kalktekeningen;AA013886;;;;-1;49;;
Image;50;14;46bf6a03-c938-4a54-adce-7f1126d0dbc2;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/13_2.jpg;;kalktekeningen;AA013886;;;;-1;50;;
Image;51;14;eaaf9f54-ae58-45b4-9412-9cb3f8f112b7;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/13.4726.jpg;;kalktekeningen;AA013886;;;;-1;51;;
Image;52;14;1953f4dd-0fcd-4a40-b0c2-29b4b372caa0;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/13.4728.jpg;;kalktekeningen;AA013886;;;;-1;52;;
Image;53;14;ca34414b-492f-4f13-995b-4ff6b5b4b65f;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/13.4730.jpg;;kalktekeningen;AA013886;;;;-1;53;;
Image;54;14;e69b6f50-4215-4f14-8148-7c309c4621f5;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/13.4732.jpg;;kalktekeningen;AA013886;;;;-1;54;;
Image;55;14;47b7e12d-4e73-4687-9001-c3b1cadd48c3;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/13.4735.jpg;;kalktekeningen;AA013886;;;;-1;55;;
Image;56;14;1a86ce73-e1f3-4aba-b6bf-067a131c240d;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/13F.jpg;;kalktekeningen;AA013886;;;;-1;56;;
Image;57;14;954255f5-8343-4ae0-8179-ed48692afb16;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/14.4487.jpg;;kalktekeningen;AA013886;;;;-1;57;;
Image;58;14;6c36a660-0bbe-448f-834b-10dca06e0978;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/14.4504.jpg;;kalktekeningen;AA013886;;;;-1;58;;
Image;59;14;950d6cdd-c484-43f1-9073-d582233066be;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/14.4510.jpg;;kalktekeningen;AA013886;;;;-1;59;;
Image;60;14;ddff35c6-60a2-46fb-9c27-d8c0c4c06c72;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/14.4681_1.jpg;;kalktekeningen;AA013886;;;;-1;60;;
Image;61;14;01feb976-d263-4e38-92b2-9cca30b483a5;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/14.4681_2.jpg;;kalktekeningen;AA013886;;;;-1;61;;
Image;62;14;7d883e03-91d0-4eee-b9b1-f9a993bb21fa;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/14.4682.jpg;;kalktekeningen;AA013886;;;;-1;62;;
Image;63;14;574c7c2b-f4b6-4c4e-aea4-0f7f13514e57;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/14.4683.jpg;;kalktekeningen;AA013886;;;;-1;63;;
Image;64;14;e274b820-ac79-4060-9e5f-df0d5df8ac1c;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/14.4739.jpg;;kalktekeningen;AA013886;;;;-1;64;;
Image;65;14;2016c4c5-c274-4f1d-b44b-5a3d0c610137;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/14.4741.jpg;;kalktekeningen;AA013886;;;;-1;65;;
Image;66;14;839ef464-a169-4f60-b070-65727367261d;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/14.jpg;;kalktekeningen;AA013886;;;;-1;66;;
Image;67;14;12490385-924e-47a7-9e16-79eb95645fcb;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/15.jpg;;kalktekeningen;AA013886;;;;-1;67;;
Image;68;14;1fa181a5-73c6-4b33-baa6-434abf0765df;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/15A.jpg;;kalktekeningen;AA013886;;;;-1;68;;
Image;69;14;0a834983-657a-4785-856d-0ebf1642c2d4;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/16.4744_1.jpg;;kalktekeningen;AA013886;;;;-1;69;;
Image;70;14;bf01c26d-0878-441a-95bf-f6d4d18c5926;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/16.4744_2.jpg;;kalktekeningen;AA013886;;;;-1;70;;
Image;71;14;f9b313c4-1365-452b-9f73-ed4db891b6d9;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/16.4745_1.jpg;;kalktekeningen;AA013886;;;;-1;71;;
Image;72;14;151e2142-aa51-4ec5-a2ef-d4fc145d6f2e;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/16.4745_2.jpg;;kalktekeningen;AA013886;;;;-1;72;;
Image;73;14;de2d4ec1-7c2b-4702-962a-821192a2c469;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/16.4745_3.jpg;;kalktekeningen;AA013886;;;;-1;73;;
Image;74;14;f7c7e020-94b6-40a2-a8d9-f3139b845083;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/16.jpg;;kalktekeningen;AA013886;;;;-1;74;;
Image;75;14;e5451f2f-9f1f-4f10-ae90-baa973abe9ff;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/17.jpg;;kalktekeningen;AA013886;;;;-1;75;;
Image;76;14;6f0d05e5-e10b-4a0f-ba1d-3028756eaa62;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/17B.jpg;;kalktekeningen;AA013886;;;;-1;76;;
Image;77;14;17095469-9e46-4252-b304-e501c5774205;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/18.jpg;;kalktekeningen;AA013886;;;;-1;77;;
Image;78;14;b9067acf-c5ce-43ee-a18a-15e53203cdd5;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/18B.jpg;;kalktekeningen;AA013886;;;;-1;78;;
Image;79;14;50bfd214-2a6d-436c-82c2-893b06cf8cb0;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/19_1.jpg;;kalktekeningen;AA013886;;;;-1;79;;
Image;80;14;d2a2e0fd-d5d9-400a-a874-b9a04dce3bb8;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/19_2.jpg;;kalktekeningen;AA013886;;;;-1;80;;
Image;81;14;266688fc-88c0-4a47-8ca6-214581a1423c;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/20.jpg;;kalktekeningen;AA013886;;;;-1;81;;
Image;82;14;3aa19dd4-af9e-4df1-853e-026ae59cfc6e;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/20A.jpg;;kalktekeningen;AA013886;;;;-1;82;;
Image;83;14;de8f1f05-f795-47a0-a77e-e62c41b2c418;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/21.jpg;;kalktekeningen;AA013886;;;;-1;83;;
Image;84;14;76fd8d1e-eb48-458a-8e27-254f3bef88aa;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/22.jpg;;kalktekeningen;AA013886;;;;-1;84;;
Image;85;14;1568bc58-d299-4527-b89e-ec15714bd3bf;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/22C.jpg;;kalktekeningen;AA013886;;;;-1;85;;
Image;86;14;39165dd7-4b0d-481f-ba99-102db7a934c3;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/23_1.jpg;;kalktekeningen;AA013886;;;;-1;86;;
Image;87;14;3f5b04e7-2ec1-4e17-aa2d-67e5ddde6dc8;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/23_2.jpg;;kalktekeningen;AA013886;;;;-1;87;;
Image;88;14;d901b27a-1534-42de-a296-235290557b79;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/24.jpg;;kalktekeningen;AA013886;;;;-1;88;;
Image;89;14;e8d5db68-6474-45b7-9fb1-fab9ed107b25;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/25_1.jpg;;kalktekeningen;AA013886;;;;-1;89;;
Image;90;14;f4820e27-84f8-444e-8b62-a344f21eefef;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/25_2.jpg;;kalktekeningen;AA013886;;;;-1;90;;
Image;91;14;8be7a4cc-3272-4411-9325-a78d5447563b;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/26.jpg;;kalktekeningen;AA013886;;;;-1;91;;
Image;92;14;23384d37-c1db-4bac-bb79-387fd660df71;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/27.jpg;;kalktekeningen;AA013886;;;;-1;92;;
Image;93;14;916dfda5-1bc4-4ee3-a8ab-546a76dce36c;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/27C.jpg;;kalktekeningen;AA013886;;;;-1;93;;
Image;94;14;fc2f497f-064a-4044-99d7-3e765b030eab;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/28.jpg;;kalktekeningen;AA013886;;;;-1;94;;
Image;95;14;b594e971-f43b-4b42-9a87-80e41b179880;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/28B.jpg;;kalktekeningen;AA013886;;;;-1;95;;
Image;96;14;fb33c760-312c-45d7-9b0f-c2ad8c201c65;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/29_1.jpg;;kalktekeningen;AA013886;;;;-1;96;;
Image;97;14;a2fef3cf-5cc8-4c02-84f7-9168b287ec7f;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/29_2.jpg;;kalktekeningen;AA013886;;;;-1;97;;
Image;98;14;c5c283e5-6b6a-4f71-919a-64dbd2de7f57;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/30.jpg;;kalktekeningen;AA013886;;;;-1;98;;
Image;99;14;6665a95d-5a3a-4b61-affc-3c366ceaca60;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/31_1.jpg;;kalktekeningen;AA013886;;;;-1;99;;
Image;100;14;1b613186-dc22-4d68-84d5-d46fc271165b;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/31_2.jpg;;kalktekeningen;AA013886;;;;-1;100;;
Image;101;14;1342c396-5b4b-494f-887d-74db6260ab3b;https://webdata.tudelft.nl/staff-umbrella/digitalcollections/diensten/cre/technisch-informatiebeheer/kalktekeningen-compleet/JPEG/AA013886/31A.jpg;;kalktekeningen;AA013886;;;;-1;101;;
